show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s3781,TV Show,The Crown 541,Anthony Russo,Ryan Reynolds|Gal Gadot,Japan,16-Feb-20,1993,PG,8 Seasons,"Comedy, Sci-Fi & Fantasy",A thrilling adventure filled with suspense.
s3782,TV Show,Red Notice 961,Sam Hargrave,Chris Hemsworth|Rudhraksh Jaiswal,Germany,29-Aug-17,2017,PG-13,2 Seasons,"Action & Adventure, Drama",A mystery unfolds with unexpected twists.
s3783,TV Show,Squid Game 849,Anthony Russo,Ryan Gosling|Chris Evans,France,21-Feb-21,1994,R,2 Seasons,"Romance, Documentaries",A mystery unfolds with unexpected twists.
s3784,TV Show,Wednesday 738,Anthony Russo,Ryan Reynolds|Gal Gadot,South Korea,20-Mar-15,2005,PG,7 Seasons,"Drama, Romance",A compelling story of courage and survival.
s3785,Movie,Dark 351,Álex Pina,Ryan Gosling|Chris Evans,South Korea,18-Oct-23,2019,PG,98 min,"Romance, Documentaries",A mystery unfolds with unexpected twists.
s3786,TV Show,Stranger Things 603,Harry Bradbeer,Lee Jung-jae|Park Hae-soo,Japan,27-Apr-19,2009,TV-MA,8 Seasons,"Drama, Action & Adventure",A compelling story of courage and survival.
s3787,TV Show,Stranger Things 248,Sam Hargrave,Ryan Reynolds|Gal Gadot,Brazil,22-Jun-15,2009,PG-13,6 Seasons,"Action & Adventure, Drama",Friends face extraordinary challenges together.
s3788,TV Show,Money Heist 858,Joe Russo,Robert De Niro|Al Pacino,Spain,18-May-24,2019,TV-14,1 Seasons,"Drama, Action & Adventure",A thrilling adventure filled with suspense.
s3789,TV Show,Lucifer 727,The Duffer Brothers,Chris Hemsworth|Rudhraksh Jaiswal,France,1-Jan-15,1999,R,3 Seasons,"Thriller, Drama",An emotional journey of hope and resilience.
s3790,TV Show,Extraction 491,Shawn Levy,Ryan Reynolds|Gal Gadot,France,20-Nov-22,2015,TV-MA,2 Seasons,"Romance, Sci-Fi & Fantasy",A compelling story of courage and survival.
s3791,Movie,Extraction 340,Hwang Dong-hyuk,Ryan Reynolds|Gal Gadot,South Korea,23-Apr-25,1997,TV-MA,130 min,"Documentaries, Crime",An emotional journey of hope and resilience.
s3792,TV Show,The Gray Man 107,Hwang Dong-hyuk,Millie Bobby Brown|Finn Wolfhard,France,29-Aug-24,2018,TV-MA,8 Seasons,"Romance, Crime",A compelling story of courage and survival.
s3793,TV Show,Wednesday 884,Tim Burton,Jenna Ortega|Luis Guzmán,Brazil,4-Jun-24,2022,TV-14,5 Seasons,"Drama, Sci-Fi & Fantasy",A mystery unfolds with unexpected twists.
s3794,TV Show,Outer Banks 553,The Duffer Brothers,Henry Cavill|Sam Claflin,United Kingdom,22-Feb-25,2006,TV-14,8 Seasons,"Documentaries, Action & Adventure",An emotional journey of hope and resilience.
s3795,TV Show,The Irishman 458,Rawson Marshall Thurber,Henry Cavill|Sam Claflin,United Kingdom,30-Aug-24,2004,TV-MA,7 Seasons,"Drama, Sci-Fi & Fantasy",A mystery unfolds with unexpected twists.
s3796,Movie,Lucifer 834,Anthony Russo,Robert De Niro|Al Pacino,United States,9-Oct-20,1997,TV-14,116 min,"Thriller, Documentaries",A mystery unfolds with unexpected twists.
s3797,Movie,Wednesday 856,Anthony Russo,Ryan Gosling|Chris Evans,Japan,20-Dec-16,2023,TV-MA,168 min,"Sci-Fi & Fantasy, Drama",An emotional journey of hope and resilience.
s3798,Movie,The Adam Project 771,Joe Russo,Millie Bobby Brown|Finn Wolfhard,Brazil,4-Feb-19,1997,TV-14,143 min,"Documentaries, Drama",A mystery unfolds with unexpected twists.
s3799,TV Show,The Irishman 680,Sam Hargrave,Chris Hemsworth|Rudhraksh Jaiswal,Canada,31-Mar-21,2026,PG-13,1 Seasons,"Thriller, Documentaries",An emotional journey of hope and resilience.
s3800,Movie,Money Heist 904,Harry Bradbeer,Chris Hemsworth|Rudhraksh Jaiswal,Canada,30-Dec-19,1996,R,176 min,"Comedy, Crime",A thrilling adventure filled with suspense.
s3801,TV Show,Squid Game 925,Álex Pina,Ryan Reynolds|Gal Gadot,South Korea,4-Aug-15,2017,PG,1 Seasons,"Sci-Fi & Fantasy, Documentaries",Friends face extraordinary challenges together.
s3802,Movie,You 67,Anthony Russo,Chris Hemsworth|Rudhraksh Jaiswal,Brazil,14-Oct-22,2004,R,173 min,"Sci-Fi & Fantasy, Comedy",A mystery unfolds with unexpected twists.
s3803,Movie,Wednesday Files 703,Tim Burton,Ryan Gosling|Chris Evans,Germany,18-Aug-16,1993,TV-MA,165 min,"Romance, Crime",A compelling story of courage and survival.
s3804,TV Show,The Adam Project 881,Shawn Levy,Ryan Gosling|Chris Evans,France,15-Jul-21,2014,TV-MA,2 Seasons,"Comedy, Thriller",A mystery unfolds with unexpected twists.
s3805,Movie,The Irishman 994,Martin Scorsese,Ryan Gosling|Chris Evans,Japan,29-Mar-21,1993,R,152 min,"Drama, Action & Adventure",An emotional journey of hope and resilience.
s3806,TV Show,Red Notice 262,Hwang Dong-hyuk,Lee Jung-jae|Park Hae-soo,Japan,13-Apr-21,2010,PG-13,3 Seasons,"Action & Adventure, Documentaries",A compelling story of courage and survival.
s3807,Movie,The Gray Man 86,Anthony Russo,Chris Hemsworth|Rudhraksh Jaiswal,Germany,26-Apr-16,2016,TV-MA,104 min,"Documentaries, Action & Adventure",An emotional journey of hope and resilience.
s3808,TV Show,The Adam Project 626,Rawson Marshall Thurber,Lee Jung-jae|Park Hae-soo,France,1-Jun-18,2006,TV-MA,3 Seasons,"Sci-Fi & Fantasy, Documentaries",Friends face extraordinary challenges together.
s3809,Movie,Wednesday 614,Hwang Dong-hyuk,Ryan Reynolds|Gal Gadot,India,20-Feb-23,1990,TV-14,98 min,"Romance, Comedy",A thrilling adventure filled with suspense.
s3810,TV Show,Bridgerton 942,Álex Pina,Lee Jung-jae|Park Hae-soo,United States,2-Apr-18,2024,PG,3 Seasons,"Sci-Fi & Fantasy, Romance",A thrilling adventure filled with suspense.
s3811,TV Show,Wednesday Files 675,Anthony Russo,Robert De Niro|Al Pacino,South Korea,7-Apr-20,2002,PG,3 Seasons,"Sci-Fi & Fantasy, Documentaries",A thrilling adventure filled with suspense.
s3812,Movie,Money Heist 124,Anthony Russo,Robert De Niro|Al Pacino,Japan,4-Feb-15,2015,R,105 min,"Sci-Fi & Fantasy, Romance",A compelling story of courage and survival.
s3813,TV Show,Wednesday Files 559,Anthony Russo,Robert De Niro|Al Pacino,Spain,23-Sep-19,2000,TV-14,2 Seasons,"Documentaries, Action & Adventure",A compelling story of courage and survival.
s3814,Movie,Enola Holmes 121,Álex Pina,Robert De Niro|Al Pacino,United Kingdom,6-Feb-26,2010,TV-14,153 min,"Thriller, Comedy",Friends face extraordinary challenges together.
s3815,Movie,Money Heist 757,Sam Hargrave,Robert De Niro|Al Pacino,Japan,31-Mar-18,2026,PG-13,107 min,"Crime, Thriller",A thrilling adventure filled with suspense.
s3816,Movie,Enola Holmes 383,Martin Scorsese,Ryan Reynolds|Gal Gadot,France,5-Jun-19,2006,PG,137 min,"Crime, Documentaries",An emotional journey of hope and resilience.
s3817,Movie,Wednesday Files 914,Rawson Marshall Thurber,Ryan Reynolds|Gal Gadot,Japan,30-Oct-18,2024,TV-14,114 min,"Romance, Comedy",Friends face extraordinary challenges together.
s3818,TV Show,Outer Banks 194,Álex Pina,Ryan Reynolds|Gal Gadot,France,12-Jan-19,2000,PG,8 Seasons,"Documentaries, Crime",A thrilling adventure filled with suspense.
s3819,TV Show,Dark 361,The Duffer Brothers,Jenna Ortega|Luis Guzmán,United Kingdom,10-May-16,2016,TV-14,1 Seasons,"Thriller, Crime",A compelling story of courage and survival.
s3820,TV Show,Red Notice 66,Shawn Levy,Robert De Niro|Al Pacino,Spain,16-May-23,1998,PG-13,8 Seasons,"Drama, Romance",A thrilling adventure filled with suspense.
s3821,TV Show,Bridgerton 489,Anthony Russo,Ryan Gosling|Chris Evans,Germany,28-May-21,2022,PG-13,2 Seasons,"Thriller, Crime",A mystery unfolds with unexpected twists.
s3822,Movie,Outer Banks 602,The Duffer Brothers,Lee Jung-jae|Park Hae-soo,United States,10-Nov-24,2023,TV-MA,105 min,"Crime, Comedy",An emotional journey of hope and resilience.
s3823,Movie,The Irishman 722,Tim Burton,Úrsula Corberó|Álvaro Morte,Brazil,8-Sep-16,2014,PG,144 min,"Documentaries, Crime",Friends face extraordinary challenges together.
s3824,Movie,Narcos 277,Rawson Marshall Thurber,Robert De Niro|Al Pacino,India,1-Dec-25,2000,PG,172 min,"Romance, Comedy",A thrilling adventure filled with suspense.
s3825,Movie,Squid Game 791,Joe Russo,Millie Bobby Brown|Finn Wolfhard,South Korea,11-Aug-19,1998,R,76 min,"Romance, Drama",A thrilling adventure filled with suspense.
s3826,Movie,You 695,Joe Russo,Ryan Reynolds|Gal Gadot,France,7-Sep-16,2026,R,132 min,"Thriller, Sci-Fi & Fantasy",An emotional journey of hope and resilience.
s3827,TV Show,Extraction 974,Joe Russo,Henry Cavill|Sam Claflin,Spain,31-Aug-16,2023,TV-14,6 Seasons,"Action & Adventure, Drama",A mystery unfolds with unexpected twists.
s3828,Movie,Red Notice 314,Tim Burton,Lee Jung-jae|Park Hae-soo,Germany,22-Jun-23,2013,PG-13,149 min,"Comedy, Romance",A compelling story of courage and survival.
s3829,Movie,Red Notice 369,Joe Russo,Robert De Niro|Al Pacino,France,11-Apr-19,2001,PG,128 min,"Drama, Crime",An emotional journey of hope and resilience.
s3830,TV Show,Stranger Things 220,Anthony Russo,Jenna Ortega|Luis Guzmán,Germany,23-Aug-16,2023,R,5 Seasons,"Drama, Crime",An emotional journey of hope and resilience.
s3831,TV Show,Wednesday 906,Martin Scorsese,Lee Jung-jae|Park Hae-soo,India,15-Jul-16,2008,R,1 Seasons,"Action & Adventure, Comedy",A mystery unfolds with unexpected twists.
s3832,Movie,Manifest 31,The Duffer Brothers,Robert De Niro|Al Pacino,Germany,14-Apr-24,2022,PG,106 min,"Sci-Fi & Fantasy, Romance",Friends face extraordinary challenges together.
s3833,Movie,Stranger Things 799,Shawn Levy,Úrsula Corberó|Álvaro Morte,United Kingdom,11-Dec-25,2017,PG-13,177 min,"Documentaries, Romance",A mystery unfolds with unexpected twists.
s3834,Movie,Wednesday 733,Hwang Dong-hyuk,Chris Hemsworth|Rudhraksh Jaiswal,Germany,7-Jan-20,1993,PG,146 min,"Thriller, Sci-Fi & Fantasy",Friends face extraordinary challenges together.
s3835,Movie,Outer Banks 992,Álex Pina,Robert De Niro|Al Pacino,France,8-Jul-25,2022,PG,80 min,"Action & Adventure, Drama",An emotional journey of hope and resilience.
s3836,Movie,Wednesday 831,The Duffer Brothers,Lee Jung-jae|Park Hae-soo,South Korea,27-Sep-15,2019,TV-14,146 min,"Comedy, Crime",A thrilling adventure filled with suspense.
s3837,Movie,Narcos 366,Hwang Dong-hyuk,Lee Jung-jae|Park Hae-soo,South Korea,30-Jul-18,2014,TV-MA,90 min,"Thriller, Drama",A thrilling adventure filled with suspense.
s3838,Movie,Wednesday 502,The Duffer Brothers,Chris Hemsworth|Rudhraksh Jaiswal,Japan,24-Dec-17,1991,PG,88 min,"Action & Adventure, Crime",A thrilling adventure filled with suspense.
s3839,Movie,Manifest 558,The Duffer Brothers,Chris Hemsworth|Rudhraksh Jaiswal,India,22-Jan-22,2024,PG,138 min,"Action & Adventure, Drama",A mystery unfolds with unexpected twists.
s3840,Movie,Money Heist 391,Anthony Russo,Jenna Ortega|Luis Guzmán,Japan,13-Nov-20,2000,PG-13,78 min,"Comedy, Sci-Fi & Fantasy",An emotional journey of hope and resilience.
s3841,Movie,Enola Holmes 100,Martin Scorsese,Ryan Reynolds|Gal Gadot,India,20-Sep-22,2019,R,76 min,"Action & Adventure, Romance",Friends face extraordinary challenges together.
s3842,Movie,The Irishman 160,Sam Hargrave,Henry Cavill|Sam Claflin,United States,26-Nov-23,1994,TV-14,103 min,"Documentaries, Drama",A thrilling adventure filled with suspense.
s3843,Movie,Wednesday Files 320,Martin Scorsese,Chris Hemsworth|Rudhraksh Jaiswal,South Korea,15-Jan-17,2014,R,147 min,"Romance, Drama",A thrilling adventure filled with suspense.
s3844,TV Show,Lucifer 147,Álex Pina,Jenna Ortega|Luis Guzmán,United States,9-Jun-25,2008,PG,1 Seasons,"Drama, Crime",An emotional journey of hope and resilience.
s3845,Movie,Dark 235,Sam Hargrave,Úrsula Corberó|Álvaro Morte,Canada,4-Aug-19,1991,TV-MA,130 min,"Romance, Crime",A thrilling adventure filled with suspense.
s3846,TV Show,Wednesday 37,Rawson Marshall Thurber,Millie Bobby Brown|Finn Wolfhard,France,20-Apr-22,1997,PG-13,3 Seasons,"Thriller, Drama",Friends face extraordinary challenges together.
s3847,Movie,Money Heist 212,Sam Hargrave,Jenna Ortega|Luis Guzmán,United States,31-Jul-22,2015,PG-13,178 min,"Thriller, Drama",An emotional journey of hope and resilience.
s3848,Movie,Lucifer 317,Shawn Levy,Úrsula Corberó|Álvaro Morte,Canada,1-Jan-15,2026,PG-13,112 min,"Romance, Action & Adventure",A thrilling adventure filled with suspense.
s3849,Movie,Enola Holmes 815,Joe Russo,Úrsula Corberó|Álvaro Morte,Germany,13-Feb-16,2013,PG-13,147 min,"Sci-Fi & Fantasy, Comedy",A thrilling adventure filled with suspense.
s3850,Movie,Manifest 20,Martin Scorsese,Ryan Reynolds|Gal Gadot,Germany,7-Mar-22,2009,TV-MA,150 min,"Romance, Comedy",A mystery unfolds with unexpected twists.
s3851,TV Show,Wednesday 731,Rawson Marshall Thurber,Ryan Gosling|Chris Evans,Germany,25-Dec-15,2005,TV-MA,6 Seasons,"Sci-Fi & Fantasy, Thriller",Friends face extraordinary challenges together.
s3852,Movie,Enola Holmes 592,Rawson Marshall Thurber,Robert De Niro|Al Pacino,Canada,26-May-15,2022,PG,175 min,"Romance, Documentaries",Friends face extraordinary challenges together.
s3853,Movie,Manifest 109,Harry Bradbeer,Ryan Reynolds|Gal Gadot,United Kingdom,11-Mar-17,2003,TV-14,82 min,"Drama, Documentaries",A mystery unfolds with unexpected twists.
s3854,TV Show,Narcos 762,Martin Scorsese,Chris Hemsworth|Rudhraksh Jaiswal,Japan,27-Feb-15,2012,TV-MA,2 Seasons,"Documentaries, Action & Adventure",A compelling story of courage and survival.
s3855,Movie,Lucifer 650,Anthony Russo,Ryan Reynolds|Gal Gadot,South Korea,8-May-25,2015,TV-MA,124 min,"Romance, Crime",A thrilling adventure filled with suspense.
s3856,Movie,The Gray Man 751,Hwang Dong-hyuk,Ryan Gosling|Chris Evans,Canada,13-May-21,2017,R,161 min,"Documentaries, Romance",A thrilling adventure filled with suspense.
s3857,Movie,Squid Game 866,The Duffer Brothers,Lee Jung-jae|Park Hae-soo,India,29-Jan-15,1991,TV-14,93 min,"Romance, Documentaries",Friends face extraordinary challenges together.
s3858,Movie,Narcos 771,Rawson Marshall Thurber,Chris Hemsworth|Rudhraksh Jaiswal,South Korea,10-Dec-25,2008,TV-14,111 min,"Documentaries, Drama",An emotional journey of hope and resilience.
s3859,TV Show,The Gray Man 66,Rawson Marshall Thurber,Robert De Niro|Al Pacino,Brazil,24-Jul-22,2013,PG,5 Seasons,"Drama, Sci-Fi & Fantasy",A compelling story of courage and survival.
s3860,Movie,The Crown 737,Hwang Dong-hyuk,Robert De Niro|Al Pacino,South Korea,1-Jun-15,2020,TV-14,93 min,"Crime, Thriller",Friends face extraordinary challenges together.
s3861,Movie,Stranger Things 608,Rawson Marshall Thurber,Úrsula Corberó|Álvaro Morte,France,26-Jan-25,1995,TV-MA,178 min,"Drama, Sci-Fi & Fantasy",An emotional journey of hope and resilience.
s3862,Movie,Extraction 661,The Duffer Brothers,Chris Hemsworth|Rudhraksh Jaiswal,South Korea,3-Apr-22,2017,PG,108 min,"Documentaries, Drama",A thrilling adventure filled with suspense.
s3863,Movie,Bridgerton 303,Shawn Levy,Lee Jung-jae|Park Hae-soo,United States,19-Feb-15,2017,TV-MA,128 min,"Action & Adventure, Comedy",Friends face extraordinary challenges together.
s3864,Movie,The Gray Man 677,Harry Bradbeer,Chris Hemsworth|Rudhraksh Jaiswal,Spain,31-Mar-22,2006,TV-MA,117 min,"Documentaries, Thriller",A thrilling adventure filled with suspense.
s3865,Movie,Outer Banks 355,Rawson Marshall Thurber,Chris Hemsworth|Rudhraksh Jaiswal,Japan,19-Aug-15,2013,PG,144 min,"Drama, Documentaries",A mystery unfolds with unexpected twists.
s3866,Movie,Dark 790,The Duffer Brothers,Millie Bobby Brown|Finn Wolfhard,Germany,24-Oct-15,2000,R,132 min,"Comedy, Thriller",A thrilling adventure filled with suspense.
s3867,Movie,Wednesday Files 646,Shawn Levy,Ryan Reynolds|Gal Gadot,Germany,9-Feb-24,2000,R,102 min,"Romance, Crime",Friends face extraordinary challenges together.
s3868,TV Show,Extraction 801,Joe Russo,Millie Bobby Brown|Finn Wolfhard,France,24-Jan-18,2007,PG-13,2 Seasons,"Documentaries, Thriller",Friends face extraordinary challenges together.
s3869,TV Show,The Irishman 339,Martin Scorsese,Henry Cavill|Sam Claflin,South Korea,30-Jul-23,2012,TV-MA,6 Seasons,"Comedy, Crime",Friends face extraordinary challenges together.
s3870,Movie,Dark 480,Martin Scorsese,Jenna Ortega|Luis Guzmán,Germany,25-Jun-18,2017,TV-MA,176 min,"Drama, Comedy",An emotional journey of hope and resilience.
s3871,TV Show,Squid Game 245,The Duffer Brothers,Jenna Ortega|Luis Guzmán,Canada,27-May-17,2011,TV-14,6 Seasons,"Drama, Comedy",A thrilling adventure filled with suspense.
s3872,TV Show,You 781,Shawn Levy,Henry Cavill|Sam Claflin,United States,23-Aug-17,2012,TV-14,6 Seasons,"Thriller, Romance",An emotional journey of hope and resilience.
s3873,Movie,Red Notice 995,Joe Russo,Lee Jung-jae|Park Hae-soo,Spain,15-May-19,1990,R,118 min,"Thriller, Romance",A compelling story of courage and survival.
s3874,Movie,Red Notice 108,Joe Russo,Lee Jung-jae|Park Hae-soo,Japan,29-Jun-21,2015,R,146 min,"Action & Adventure, Crime",A compelling story of courage and survival.
s3875,Movie,Ozark 14,Álex Pina,Chris Hemsworth|Rudhraksh Jaiswal,Brazil,23-May-15,2019,TV-MA,169 min,"Crime, Thriller",Friends face extraordinary challenges together.
s3876,TV Show,Red Notice 871,Joe Russo,Chris Hemsworth|Rudhraksh Jaiswal,South Korea,22-Mar-21,2005,R,6 Seasons,"Documentaries, Romance",A mystery unfolds with unexpected twists.
s3877,TV Show,Enola Holmes 120,Harry Bradbeer,Robert De Niro|Al Pacino,Canada,5-Nov-21,2016,PG-13,4 Seasons,"Romance, Sci-Fi & Fantasy",Friends face extraordinary challenges together.
s3878,TV Show,The Irishman 755,Joe Russo,Úrsula Corberó|Álvaro Morte,United Kingdom,17-Jun-23,2020,TV-14,3 Seasons,"Action & Adventure, Documentaries",A thrilling adventure filled with suspense.
s3879,TV Show,Wednesday Files 81,Hwang Dong-hyuk,Ryan Reynolds|Gal Gadot,Canada,11-Apr-19,2016,PG-13,1 Seasons,"Crime, Documentaries",A compelling story of courage and survival.
s3880,TV Show,The Adam Project 196,Martin Scorsese,Lee Jung-jae|Park Hae-soo,France,28-Mar-20,2023,TV-14,2 Seasons,"Action & Adventure, Sci-Fi & Fantasy",An emotional journey of hope and resilience.
s3881,TV Show,The Crown 35,Anthony Russo,Chris Hemsworth|Rudhraksh Jaiswal,Brazil,4-Dec-16,1996,PG-13,7 Seasons,"Drama, Comedy",Friends face extraordinary challenges together.
s3882,Movie,Enola Holmes 453,Rawson Marshall Thurber,Úrsula Corberó|Álvaro Morte,Japan,5-Aug-24,2005,R,105 min,"Drama, Documentaries",A thrilling adventure filled with suspense.
s3883,Movie,The Gray Man 295,Shawn Levy,Úrsula Corberó|Álvaro Morte,Canada,22-Nov-20,2020,TV-MA,142 min,"Romance, Crime",An emotional journey of hope and resilience.
s3884,Movie,Wednesday 112,Rawson Marshall Thurber,Lee Jung-jae|Park Hae-soo,France,15-Oct-17,2000,TV-MA,127 min,"Documentaries, Comedy",Friends face extraordinary challenges together.
s3885,TV Show,Dark 320,Shawn Levy,Millie Bobby Brown|Finn Wolfhard,Canada,19-Feb-20,2012,PG-13,8 Seasons,"Sci-Fi & Fantasy, Thriller",A thrilling adventure filled with suspense.
s3886,Movie,Narcos 525,The Duffer Brothers,Robert De Niro|Al Pacino,Brazil,11-Mar-17,2001,PG-13,158 min,"Romance, Comedy",A mystery unfolds with unexpected twists.
s3887,Movie,Enola Holmes 562,Sam Hargrave,Ryan Reynolds|Gal Gadot,India,8-Jan-21,2009,R,76 min,"Crime, Thriller",An emotional journey of hope and resilience.
s3888,Movie,The Crown 11,The Duffer Brothers,Henry Cavill|Sam Claflin,United States,18-May-23,2006,TV-MA,126 min,"Drama, Romance",A thrilling adventure filled with suspense.
s3889,TV Show,The Irishman 570,The Duffer Brothers,Jenna Ortega|Luis Guzmán,France,8-Jan-24,1994,PG-13,5 Seasons,"Thriller, Action & Adventure",A mystery unfolds with unexpected twists.
s3890,Movie,The Gray Man 783,Joe Russo,Úrsula Corberó|Álvaro Morte,India,5-Apr-25,2006,R,178 min,"Thriller, Crime",A compelling story of courage and survival.
s3891,Movie,Stranger Things 782,Tim Burton,Úrsula Corberó|Álvaro Morte,Germany,15-Feb-25,1990,PG,99 min,"Crime, Drama",A thrilling adventure filled with suspense.
